순번,판매자명,구분,상품명,부제,시리즈명,시리즈번호,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,대여가,정가,판매가,할인액,할인율,마일리지,출간일,분야,수량,장바구니에 담은 날짜
0,알라딘 직배송,국내도서,화성에서 온 남자 금성에서 온 여자 (100만 부 특별 리커버판),,,,8990514827,9.79E+12,,동녘라이프(친구미디어),"존 그레이 지음, 김경숙 옮김",0,"16,800","15,120","1,680",10%,840점,20210325,국내도서>가정/요리/뷰티>결혼/가족>부부관계,1,2021-09-22
1,알라딘 직배송,국내도서,조선무쌍신식요리제법,일제강점기 소중히 지켜낸 우리 요리,,,K652636675,9.79E+12,13590,라이스트리,이용기 지음,0,"22,000","19,800","2,200",10%,"1,100점",20191028,국내도서>가정/요리/뷰티>나라별 요리>한국요리,1,2021-09-22
2,알라딘 직배송,국내도서,THE FOOD LAB 더 푸드 랩 : 더 나은 요리를 위한 주방 과학의 모든것!,,,,8931455623,9.79E+12,13590,영진.com(영진닷컴),"J. 켄지 로페즈 알트 지음, 임현수 옮김, 송윤형(챨리) 감수",0,"55,000","49,500","5,500",10%,"2,750점",20170628,국내도서>가정/요리/뷰티>음식 이야기,1,2021-09-22
3,알라딘 직배송,국내도서,우리 안의 사자,"필라테스의 탄생과 역사, 위기와 부활, 깊은 매력의 비밀에 이르기까지",,,K602731356,9.79E+12,13690,책밥,"존 하워드 스틸 지음, 김난영 외 옮김",0,"22,000","19,800","2,200",10%,"1,100점",20210524,국내도서>건강/취미/레저>건강운동>요가/체조/스트레칭,1,2021-09-22
4,알라딘 직배송,국내도서,어싱 : 땅과의 접촉이 치유한다,,,,8994139036,9.79E+12,3510,히어나우시스템,"클린턴 오버 지음, 김연주 옮김",0,"15,000","13,500","1,500",10%,750점,20110915,국내도서>건강/취미/레저>건강정보>건강에세이/건강정보,1,2021-09-22
5,알라딘 직배송,국내도서,호르몬과 건강의 비밀,한번 알아두면 평생 써먹는 호르몬 건강법,,,K302737809,9.79E+12,3510,현대지성,"요하네스 뷔머 지음, 배명자 옮김",0,"12,000","10,800","1,200",10%,600점,20201230,국내도서>건강/취미/레저>건강정보>건강에세이/건강정보,1,2021-09-22
6,알라딘 직배송,국내도서,햇빛의 선물,"당뇨에서 암까지, 최고의 치유 에너지",,,8967441681,9.79E+12,13510,에디터,"안드레아스 모리츠 지음, 정진근 옮김",0,"12,800","11,520","1,280",10%,640점,20160622,국내도서>건강/취미/레저>건강정보>건강에세이/건강정보,1,2021-09-22
7,알라딘 직배송,국내도서,모든 병은 몸속 정전기가 원인이다,,,,899748415X,9.79E+12,13510,전나무숲,"호리 야스노리 지음, 김서연 옮김",0,"13,000","11,700","1,300",10%,650점,20130117,국내도서>건강/취미/레저>건강정보>건강에세이/건강정보,1,2021-09-22
8,알라딘 직배송,국내도서,다시 그리는 한국프로야구사,,,,K462734118,9.79E+12,7690,이후진프레스,박성환 지음,0,"19,000","17,100","1,900",10%,950점,20210915,국내도서>건강/취미/레저>구기>야구,1,2021-09-22
9,알라딘 직배송,국내도서,고양이 질병의 모든 것,,,,8997137441,9.79E+12,3520,책공장더불어,"데브라 M. 엘드레지 외 지음, 홍민기 옮김",0,"35,000","31,500","3,500",10%,"1,750점",20210405,국내도서>건강/취미/레저>반려동물,1,2021-09-22
10,알라딘 직배송,국내도서,자동차 운전 교과서,도로에서 절대 기죽지 않는 초보 운전자를 위한 안전.방어 운전술,지적생활자를 위한 교과서 시리즈,117232,896494271X,9.79E+12,13550,보누스,"가와사키 준코 지음, 고조 루미코 그림, 신찬 옮김, 주재홍.하성수 감수",0,"13,800","12,420","1,380",10%,690점,20160920,국내도서>건강/취미/레저>스포츠/레저 기타>기타,1,2021-09-22
11,알라딘 직배송,국내도서,꽃도감,"꽃집에서 인기 있는 꽃 469종, 개정증보판",,,K452738329,9.79E+12,13630,한즈미디어(한스미디어),"방현희 옮김, 몽소 플레르 감수",0,"22,000","19,800","2,200",10%,"1,100점",20210217,국내도서>건강/취미/레저>원예>꽃꽂이,1,2021-09-22
12,알라딘 직배송,국내도서,정원생활자의 열두 달,그림으로 배우는 실내외 가드닝 수업,오경아의 정원학교 시리즈,105281,8958205148,9.79E+12,3520,궁리,오경아 지음,0,"20,000","18,000","2,000",10%,"1,000점",20180312,국내도서>건강/취미/레저>원예>화훼,1,2021-09-22
13,알라딘 직배송,국내도서,식물 디자인의 발견,"가든디자이너 오경아의 형태, 질감, 색, 계절별 정원 식물 스타일링",오경아의 정원학교 시리즈,105281,8958207205,9.79E+12,,궁리,오경아 지음,0,"20,000","18,000","2,000",10%,"1,000점",20210813,국내도서>건강/취미/레저>원예>화훼,1,2021-09-22
14,알라딘 직배송,국내도서,슈퍼 스도쿠 익스트림,IQ 148을 위한 최상급 난제,슈퍼 스도쿠 시리즈 13,101801,896494514X,9.79E+12,4410,보누스,크리스티나 스미스.릭 스미스 지음,0,"9,800","8,820",980,10%,490점,20210810,국내도서>건강/취미/레저>퍼즐/스도쿠/퀴즈,1,2021-09-22
15,알라딘 직배송,국내도서,피터 드러커의 자기경영노트,개정판,,,8947545147,9.79E+12,3320,한국경제신문,"피터 드러커 지음, 조영덕 옮김",0,"16,800","15,120","1,680",10%,840점,20200310,국내도서>경제경영>[경제경영 사상가 20인]>피터 드러커,1,2021-09-22
16,알라딘 직배송,국내도서,스티브 잡스 (10주기 증보 특별판),,,,8937444860,9.79E+12,3320,민음사,"월터 아이작슨 지음, 안진환 옮김",0,"35,000","31,500","3,500",10%,"1,750점",20210927,국내도서>경제경영>[포브스 100대 기업]>애플,1,2021-09-22
17,알라딘 직배송,국내도서,디즈니만이 하는 것 The Ride of a Lifetime,CEO 밥 아이거가 직접 쓴 디즈니 제국의 비밀,,,K332639381,9.79E+12,3320,쌤앤파커스,"로버트 아이거 지음, 안진환 옮김",0,"19,800","17,820","1,980",10%,990점,20200504,국내도서>경제경영>[포브스 100대 기업]>월트디즈니,1,2021-09-22
18,알라딘 직배송,국내도서,로지컬 씽킹,맥킨지식 논리적 사고와 구성의 기술,,,K172635940,9.79E+12,3320,비즈니스북스,"데루야 하나코.오카다 게이코 지음, 김윤경 옮김, 현창혁 감수",0,"14,000","12,600","1,400",10%,700점,20190729,국내도서>경제경영>CEO/비즈니스맨을 위한 능력계발>기획/정보/문서관리,1,2021-09-22
19,알라딘 직배송,국내도서,디자인 씽킹 퍼실리테이션 대백과,바로 써먹는 60가지 디자인 도구,,,K382734507,9.79E+12,93320,유엑스리뷰,"멜리사 알다나.뱅상 드로메르.요안 레메니 지음, 허린 옮김",0,"32,000","28,800","3,200",10%,"1,600점",20210909,국내도서>경제경영>CEO/비즈니스맨을 위한 능력계발>화술/협상/프레젠테이션,1,2021-09-22
20,알라딘 직배송,국내도서,부의 시그널,오늘의 선택이 미래의 부를 결정한다,,,K362734216,9.79E+12,3320,베가북스,박종훈 지음,0,"18,800","16,920","1,880",10%,940점,20210927,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
21,알라딘 직배송,국내도서,2030 축의 전환,새로운 부와 힘을 탄생시킬 8가지 거대한 물결,,,8901246082,9.79E+12,3320,리더스북,"마우로 기옌 지음, 우진하 옮김",0,"18,000","16,200","1,800",10%,900점,20201016,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
22,알라딘 직배송,국내도서,7대 이슈로 보는 돈의 역사 2,"화폐, 전염병, 기후변화, 경쟁, 신뢰, 금융위기, 갈등",돈의 역사 2,929892,K182633022,9.79E+12,3320,로크미디어,홍춘욱 지음,0,"17,800","16,020","1,780",10%,890점,20201104,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
23,알라딘 직배송,국내도서,인구 대역전,인플레이션이 온다,,,K212730413,9.79E+12,93320,생각의힘,"찰스 굿하트.마노즈 프라단 지음, 백우진 옮김",0,"20,000","18,000","2,000",10%,"1,000점",20210422,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
24,알라딘 직배송,국내도서,명견만리 : 미래의 가치 편,"대전환, 청년, 기후, 신뢰",명견만리 시리즈,114081,K222730527,9.79E+12,4320,인플루엔셜(주),KBS 명견만리 제작진 지음,0,"15,800","14,220","1,580",10%,790점,20210503,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
25,알라딘 직배송,국내도서,뉴 맵,에너지·기후·지정학이 바꾸는 새로운 패권 지도,,,890124960X,9.79E+12,3320,리더스북,"대니얼 예긴 지음, 우진하 옮김",0,"29,000","26,100","2,900",10%,"1,450점",20210517,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
26,알라딘 직배송,국내도서,황금의 샘 세트 - 전2권,"석유가 탄생시킨 부와 권력 그리고 분쟁의 세계사, 최신증보판",황금의 샘,615184,K082531009,9.79E+12,4320,라의눈,"대니얼 예긴 지음, 김태유.허은녕 옮김",0,"49,600","44,640","4,960",10%,"2,480점",20170801,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1,2021-09-22
27,알라딘 직배송,국내도서,데모테크가 온다,고령화와 기술혁신이 바꿔놓을 부의 미래,,,8965964474,9.79E+12,3320,흐름출판,김경록 지음,0,"17,000","15,300","1,700",10%,850점,20210617,국내도서>경제경영>경제학/경제일반>경제사/경제전망>한국 경제사/경제전망,1,2021-09-22
28,알라딘 직배송,국내도서,인구 미래 공존,인구학의 눈으로 기획하는 미래,,,K792732297,9.79E+12,3320,북스톤,조영태 지음,0,"17,000","15,300","1,700",10%,850점,20210609,국내도서>경제경영>경제학/경제일반>경제사/경제전망>한국 경제사/경제전망,1,2021-09-22
29,알라딘 직배송,국내도서,돈이 먼저 움직인다,"임팩트 투자와 ESG, 자본의 새로운 생존 전략",,,K372733996,9.79E+12,3320,어크로스,제현주 지음,0,"16,000","14,400","1,600",10%,800점,20210707,국내도서>경제경영>경제학/경제일반>경제사/경제전망>한국 경제사/경제전망,1,2021-09-22
30,알라딘 직배송,국내도서,최배근 대한민국 대전환 100년의 조건,디지털 생태계와 포스트 코로나 시대를 위한 새로운 사회계약과 기본권에 대하여,,,K362738180,9.79E+12,3320,월요일의꿈,최배근 지음,0,"16,000","14,400","1,600",10%,800점,20210215,국내도서>경제경영>경제학/경제일반>경제사/경제전망>한국 경제사/경제전망,1,2021-09-22
31,알라딘 직배송,국내도서,생각에 관한 생각,,,,8934981210,9.79E+12,3320,김영사,"대니얼 카너먼 지음, 이창신 옮김",0,"25,000","22,500","2,500",10%,"1,250점",20180330,국내도서>경제경영>경제학/경제일반>경제이론/경제사상,1,2021-09-22
32,알라딘 직배송,국내도서,국부론 -상,"경제학고전선 애덤 스미스, 개역판",국부론 시리즈,82887,8937603608,9.79E+12,94320,비봉출판사,"아담 스미스 지음, 김수행 옮김",0,"27,000","24,300","2,700",10%,"1,350점",20071229,국내도서>경제경영>경제학/경제일반>경제이론/경제사상,1,2021-09-22
33,알라딘 직배송,국내도서,메타버스 새로운 기회,"디지털 지구, 경제와 투자의 기준이 바뀐다",,,K992731548,9.79E+12,3320,베가북스,김상균.신병호 지음,0,"18,800","16,920","1,880",10%,940점,20210608,국내도서>경제경영>경제학/경제일반>경제이야기,1,2021-09-22
34,알라딘 직배송,국내도서,금융 오디세이,"돈과 인간 그리고 은행의 역사, 개정판",,,K312734784,9.79E+12,3320,메디치미디어,차현진 지음,0,"18,000","16,200","1,800",10%,900점,20210830,국내도서>경제경영>경제학/경제일반>경제이야기,1,2021-09-22
35,알라딘 직배송,국내도서,실력과 노력으로 성공했다는 당신에게,"행운, 그리고 실력주의라는 신화",,,8967355262,9.79E+12,3300,글항아리,"로버트 H. 프랭크 지음, 정태영 옮김",0,"15,000","13,500","1,500",10%,150점,20180706,국내도서>경제경영>경제학/경제일반>경제이야기,1,2021-09-22
36,알라딘 직배송,국내도서,"집에 갇힌 나라, 동아시아와 중국",꿈의 주택정책을 찾아서 2,,,K222734015,9.79E+12,3320,오월의봄,김수현.진미윤 지음,0,"22,000","19,800","2,200",10%,"1,100점",20210917,국내도서>경제경영>경제학/경제일반>경제정책/비평,1,2021-09-22
37,알라딘 직배송,국내도서,돈의 역사는 되풀이된다,돈의 흐름을 읽는 눈,,,K652732120,9.79E+12,3320,포르체,홍춘욱 지음,0,"16,000","14,400","1,600",10%,800점,20210616,국내도서>경제경영>경제학/경제일반>화폐/금융/재정,1,2021-09-22
38,알라딘 직배송,국내도서,파이낸셜 모델링 바이블,글로벌 금융업계 실무 수준으로 배우는,,,K282733479,9.79E+12,13320,WST,홍성현 지음,0,"32,000","28,800","3,200",10%,"1,600점",20210621,국내도서>경제경영>경제학/경제일반>화폐/금융/재정,1,2021-09-22
39,알라딘 직배송,국내도서,부의 대전환 코인전쟁,인류의 금융 역사를 바꾸는 거대한 패러다임 변화,,,K022732192,9.79E+12,13320,한즈미디어(한스미디어),박성준 외 지음,0,"17,000","15,300","1,700",10%,850점,20210528,국내도서>경제경영>경제학/경제일반>화폐/금융/재정,1,2021-09-22
40,알라딘 직배송,국내도서,거의 모든 IT의 역사 (10주년 기념 스페셜 에디션),세상의 패러다임을 바꾼 위대한 혁명,거의 모든 IT의 역사 시리즈,81646,K112736466,9.79E+12,3300,메디치미디어,정지훈 지음,0,"18,000","16,200","1,800",10%,900점,20201130,국내도서>경제경영>기업 경영>e-비즈니스,1,2021-09-22
